Description,Amount,Type,Account
Square Transaction Fee In-store,-298.34,Debit,Merchant Account Fees
Etsy Transaction Fee #9708,-486.02,Debit,Merchant Account Fees
Square Transaction Fee (7/19/2025),-95.15,Debit,Merchant Account Fees
Shopify Payout Fee #8338,-79.91,Debit,Merchant Account Fees
Shopify Payout Fee (11/11/2025),-123.07,Debit,Merchant Account Fees
Shopify Payout Fee #3333,-453.4,Debit,Merchant Account Fees
Etsy Transaction Fee #4346,-312.5,Debit,Merchant Account Fees
Stripe Processing - CA,-378.91,Debit,Merchant Account Fees
PayPal Fee #9113,-486.92,Debit,Merchant Account Fees
Stripe Processing (1/11/2025),-239.18,Debit,Merchant Account Fees
Etsy Transaction Fee - NY,-243.87,Debit,Merchant Account Fees
Stripe Processing,-382.55,Debit,Merchant Account Fees
Stripe Processing (8/13/2025),-78.83,Debit,Merchant Account Fees
PayPal Fee - CA,-273.68,Debit,Merchant Account Fees
Square Transaction Fee Online,-473.53,Debit,Merchant Account Fees
Stripe Processing #5883,-81.95,Debit,Merchant Account Fees
Square Transaction Fee (7/11/2025),-324.14,Debit,Merchant Account Fees
Etsy Transaction Fee #9604,-354.11,Debit,Merchant Account Fees
Intuit Merchant Fee,-33.63,Debit,Merchant Account Fees
Shopify Payout Fee,-289.24,Debit,Merchant Account Fees
Etsy Transaction Fee Online,-470.91,Debit,Merchant Account Fees
Etsy Transaction Fee #7882,-407.37,Debit,Merchant Account Fees
Shopify Payout Fee #4933,-282.97,Debit,Merchant Account Fees
Shopify Payout Fee (9/28/2025),-320.47,Debit,Merchant Account Fees
Etsy Transaction Fee (8/14/2025),-476.39,Debit,Merchant Account Fees
Square Transaction Fee #1333,-413.22,Debit,Merchant Account Fees
Shopify Payout Fee #5940,-154.85,Debit,Merchant Account Fees
Stripe Processing - NY,-75.95,Debit,Merchant Account Fees
Stripe Processing In-store,-343.1,Debit,Merchant Account Fees
Intuit Merchant Fee (12/16/2025),-161.95,Debit,Merchant Account Fees
Shopify Payout Fee #9896,-386.67,Debit,Merchant Account Fees
Shopify Payout Fee #1847,-55.86,Debit,Merchant Account Fees
Square Transaction Fee Online,-252.05,Debit,Merchant Account Fees
Intuit Merchant Fee,-474.41,Debit,Merchant Account Fees
Stripe Processing #1761,-368.44,Debit,Merchant Account Fees
PayPal Fee - TX,-111.96,Debit,Merchant Account Fees
Square Transaction Fee #5924,-330.14,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-26.75,Debit,Merchant Account Fees
Square Transaction Fee,-97.99,Debit,Merchant Account Fees
Etsy Transaction Fee,-119.02,Debit,Merchant Account Fees
Intuit Merchant Fee,-111.81,Debit,Merchant Account Fees
Stripe Processing - NY,-416.84,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-294.05,Debit,Merchant Account Fees
Square Transaction Fee In-store,-177.64,Debit,Merchant Account Fees
PayPal Fee Online,-263.63,Debit,Merchant Account Fees
Etsy Transaction Fee,-204.77,Debit,Merchant Account Fees
Square Transaction Fee,-264.75,Debit,Merchant Account Fees
Shopify Payout Fee - CA,-441.86,Debit,Merchant Account Fees
Stripe Processing,-157.8,Debit,Merchant Account Fees
Square Transaction Fee - TX,-295.62,Debit,Merchant Account Fees
Intuit Merchant Fee,-411.49,Debit,Merchant Account Fees
Stripe Processing #4029,-236.03,Debit,Merchant Account Fees
PayPal Fee #1747,-36.8,Debit,Merchant Account Fees
Square Transaction Fee - TX,-233.52,Debit,Merchant Account Fees
Etsy Transaction Fee Online,-370.09,Debit,Merchant Account Fees
Stripe Processing #3961,-172.86,Debit,Merchant Account Fees
Intuit Merchant Fee,-271.95,Debit,Merchant Account Fees
Square Transaction Fee #5720,-69.0,Debit,Merchant Account Fees
Square Transaction Fee - CA,-481.43,Debit,Merchant Account Fees
Square Transaction Fee #4798,-333.32,Debit,Merchant Account Fees
Stripe Processing - TX,-177.72,Debit,Merchant Account Fees
Shopify Payout Fee (10/8/2025),-389.15,Debit,Merchant Account Fees
Etsy Transaction Fee,-11.72,Debit,Merchant Account Fees
Intuit Merchant Fee (5/9/2025),-84.69,Debit,Merchant Account Fees
Etsy Transaction Fee - TX,-99.37,Debit,Merchant Account Fees
Shopify Payout Fee - TX,-10.2,Debit,Merchant Account Fees
Stripe Processing (11/24/2025),-72.15,Debit,Merchant Account Fees
PayPal Fee #8527,-489.19,Debit,Merchant Account Fees
Square Transaction Fee (9/20/2025),-243.57,Debit,Merchant Account Fees
Etsy Transaction Fee (7/23/2025),-33.74,Debit,Merchant Account Fees
Stripe Processing #9444,-421.56,Debit,Merchant Account Fees
PayPal Fee - NY,-265.57,Debit,Merchant Account Fees
Intuit Merchant Fee In-store,-258.71,Debit,Merchant Account Fees
Stripe Processing Online,-436.65,Debit,Merchant Account Fees
Etsy Transaction Fee,-491.33,Debit,Merchant Account Fees
Intuit Merchant Fee,-144.83,Debit,Merchant Account Fees
Shopify Payout Fee - NY,-247.09,Debit,Merchant Account Fees
Shopify Payout Fee #6501,-274.97,Debit,Merchant Account Fees
Square Transaction Fee - CA,-427.68,Debit,Merchant Account Fees
Shopify Payout Fee (6/28/2025),-291.15,Debit,Merchant Account Fees
PayPal Fee - CA,-57.07,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-21.25,Debit,Merchant Account Fees
Shopify Payout Fee,-482.19,Debit,Merchant Account Fees
Stripe Processing #4724,-411.19,Debit,Merchant Account Fees
Square Transaction Fee,-286.74,Debit,Merchant Account Fees
Intuit Merchant Fee - CA,-437.27,Debit,Merchant Account Fees
Stripe Processing - TX,-334.13,Debit,Merchant Account Fees
Etsy Transaction Fee #1717,-473.95,Debit,Merchant Account Fees
PayPal Fee,-272.69,Debit,Merchant Account Fees
Stripe Processing Online,-219.97,Debit,Merchant Account Fees
Stripe Processing (7/9/2025),-317.98,Debit,Merchant Account Fees
Intuit Merchant Fee In-store,-297.84,Debit,Merchant Account Fees
Intuit Merchant Fee #5277,-446.4,Debit,Merchant Account Fees
Intuit Merchant Fee,-292.82,Debit,Merchant Account Fees
Stripe Processing In-store,-393.81,Debit,Merchant Account Fees
Square Transaction Fee In-store,-58.2,Debit,Merchant Account Fees
Etsy Transaction Fee (5/22/2025),-367.97,Debit,Merchant Account Fees
PayPal Fee - NY,-402.31,Debit,Merchant Account Fees
Intuit Merchant Fee - TX,-149.16,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-407.54,Debit,Merchant Account Fees
Etsy Transaction Fee Online,-485.01,Debit,Merchant Account Fees
Intuit Merchant Fee,-418.32,Debit,Merchant Account Fees
Stripe Processing,-364.18,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-367.79,Debit,Merchant Account Fees
Etsy Transaction Fee - NY,-418.34,Debit,Merchant Account Fees
PayPal Fee (4/2/2025),-437.89,Debit,Merchant Account Fees
Square Transaction Fee (9/28/2025),-83.8,Debit,Merchant Account Fees
Etsy Transaction Fee Online,-280.63,Debit,Merchant Account Fees
Square Transaction Fee #7125,-371.77,Debit,Merchant Account Fees
Etsy Transaction Fee (2/13/2025),-493.28,Debit,Merchant Account Fees
PayPal Fee Online,-347.41,Debit,Merchant Account Fees
Etsy Transaction Fee,-296.81,Debit,Merchant Account Fees
Etsy Transaction Fee - TX,-16.9,Debit,Merchant Account Fees
Square Transaction Fee,-72.17,Debit,Merchant Account Fees
Intuit Merchant Fee (10/22/2025),-325.43,Debit,Merchant Account Fees
Stripe Processing - CA,-114.63,Debit,Merchant Account Fees
PayPal Fee,-477.86,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-173.07,Debit,Merchant Account Fees
Square Transaction Fee #7304,-143.72,Debit,Merchant Account Fees
Stripe Processing #3791,-383.0,Debit,Merchant Account Fees
Intuit Merchant Fee,-150.47,Debit,Merchant Account Fees
Etsy Transaction Fee (1/1/2025),-395.57,Debit,Merchant Account Fees
Stripe Processing - CA,-250.77,Debit,Merchant Account Fees
Shopify Payout Fee Online,-328.68,Debit,Merchant Account Fees
Etsy Transaction Fee In-store,-236.25,Debit,Merchant Account Fees
Stripe Processing In-store,-37.54,Debit,Merchant Account Fees
Shopify Payout Fee (6/12/2025),-199.22,Debit,Merchant Account Fees
PayPal Fee,-114.2,Debit,Merchant Account Fees
Shopify Payout Fee - NY,-324.0,Debit,Merchant Account Fees
PayPal Fee,-302.49,Debit,Merchant Account Fees
Intuit Merchant Fee - TX,-279.35,Debit,Merchant Account Fees
Stripe Processing,-482.46,Debit,Merchant Account Fees
Shopify Payout Fee #5222,-265.38,Debit,Merchant Account Fees
Intuit Merchant Fee (5/21/2025),-169.44,Debit,Merchant Account Fees
Stripe Processing - NY,-387.11,Debit,Merchant Account Fees
Stripe Processing Online,-15.71,Debit,Merchant Account Fees
Stripe Processing In-store,-93.95,Debit,Merchant Account Fees
Intuit Merchant Fee,-426.03,Debit,Merchant Account Fees
Stripe Processing,-236.5,Debit,Merchant Account Fees
Stripe Processing - CA,-270.61,Debit,Merchant Account Fees
Etsy Transaction Fee,-200.52,Debit,Merchant Account Fees
PayPal Fee - NY,-146.91,Debit,Merchant Account Fees
Square Transaction Fee Online,-120.74,Debit,Merchant Account Fees
PayPal Fee,-407.01,Debit,Merchant Account Fees
Square Transaction Fee - TX,-118.51,Debit,Merchant Account Fees
Intuit Merchant Fee - TX,-95.21,Debit,Merchant Account Fees
Square Transaction Fee - TX,-459.93,Debit,Merchant Account Fees
Stripe Processing - CA,-342.08,Debit,Merchant Account Fees
Shopify Payout Fee - CA,-476.91,Debit,Merchant Account Fees
Square Transaction Fee (10/19/2025),-50.17,Debit,Merchant Account Fees
Intuit Merchant Fee Online,-476.07,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-188.24,Debit,Merchant Account Fees
Square Transaction Fee Online,-482.56,Debit,Merchant Account Fees
Etsy Transaction Fee - NY,-12.05,Debit,Merchant Account Fees
Shopify Payout Fee (12/22/2025),-191.08,Debit,Merchant Account Fees
Stripe Processing #5259,-22.24,Debit,Merchant Account Fees
Intuit Merchant Fee In-store,-491.91,Debit,Merchant Account Fees
PayPal Fee #9879,-6.12,Debit,Merchant Account Fees
Stripe Processing,-187.44,Debit,Merchant Account Fees
Shopify Payout Fee - TX,-310.56,Debit,Merchant Account Fees
Etsy Transaction Fee (12/22/2025),-478.78,Debit,Merchant Account Fees
Stripe Processing,-447.91,Debit,Merchant Account Fees
Stripe Processing,-302.22,Debit,Merchant Account Fees
PayPal Fee - NY,-353.93,Debit,Merchant Account Fees
Etsy Transaction Fee #6711,-82.66,Debit,Merchant Account Fees
PayPal Fee #3272,-190.79,Debit,Merchant Account Fees
Etsy Transaction Fee,-147.12,Debit,Merchant Account Fees
Square Transaction Fee #7141,-76.5,Debit,Merchant Account Fees
Shopify Payout Fee - CA,-94.49,Debit,Merchant Account Fees
Intuit Merchant Fee - TX,-189.37,Debit,Merchant Account Fees
Etsy Transaction Fee - TX,-223.77,Debit,Merchant Account Fees
Etsy Transaction Fee,-238.89,Debit,Merchant Account Fees
Square Transaction Fee #3615,-269.41,Debit,Merchant Account Fees
Shopify Payout Fee #8121,-36.59,Debit,Merchant Account Fees
Etsy Transaction Fee In-store,-109.46,Debit,Merchant Account Fees
Square Transaction Fee In-store,-94.44,Debit,Merchant Account Fees
Etsy Transaction Fee,-444.78,Debit,Merchant Account Fees
Square Transaction Fee #4960,-258.97,Debit,Merchant Account Fees
Intuit Merchant Fee (6/13/2025),-9.26,Debit,Merchant Account Fees
Intuit Merchant Fee #1872,-198.59,Debit,Merchant Account Fees
Square Transaction Fee #6596,-441.94,Debit,Merchant Account Fees
Etsy Transaction Fee (6/7/2025),-499.85,Debit,Merchant Account Fees
Etsy Transaction Fee - TX,-238.18,Debit,Merchant Account Fees
Square Transaction Fee Online,-292.6,Debit,Merchant Account Fees
Etsy Transaction Fee Online,-250.48,Debit,Merchant Account Fees
Etsy Transaction Fee - NY,-359.52,Debit,Merchant Account Fees
Stripe Processing #5984,-287.75,Debit,Merchant Account Fees
Shopify Payout Fee - CA,-364.4,Debit,Merchant Account Fees
Intuit Merchant Fee - CA,-168.75,Debit,Merchant Account Fees
Square Transaction Fee,-454.06,Debit,Merchant Account Fees
Etsy Transaction Fee,-67.87,Debit,Merchant Account Fees
PayPal Fee #5361,-58.98,Debit,Merchant Account Fees
Intuit Merchant Fee #5062,-237.36,Debit,Merchant Account Fees
Shopify Payout Fee #5451,-55.28,Debit,Merchant Account Fees
Square Transaction Fee Online,-136.74,Debit,Merchant Account Fees
Intuit Merchant Fee,-404.18,Debit,Merchant Account Fees
Square Transaction Fee,-94.91,Debit,Merchant Account Fees
Shopify Payout Fee (4/20/2025),-320.7,Debit,Merchant Account Fees
Intuit Merchant Fee,-421.67,Debit,Merchant Account Fees
Etsy Transaction Fee,-461.72,Debit,Merchant Account Fees
Intuit Merchant Fee,-67.8,Debit,Merchant Account Fees
Intuit Merchant Fee #2831,-333.36,Debit,Merchant Account Fees
PayPal Fee Online,-134.18,Debit,Merchant Account Fees
Square Transaction Fee In-store,-171.37,Debit,Merchant Account Fees
Square Transaction Fee,-352.69,Debit,Merchant Account Fees
Intuit Merchant Fee,-308.11,Debit,Merchant Account Fees
Stripe Processing #4681,-447.6,Debit,Merchant Account Fees
Intuit Merchant Fee #8559,-204.93,Debit,Merchant Account Fees
Stripe Processing (12/27/2025),-498.25,Debit,Merchant Account Fees
PayPal Fee In-store,-46.58,Debit,Merchant Account Fees
Stripe Processing (2/1/2025),-492.77,Debit,Merchant Account Fees
PayPal Fee (9/16/2025),-84.74,Debit,Merchant Account Fees
Intuit Merchant Fee (11/20/2025),-346.59,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-483.44,Debit,Merchant Account Fees
Etsy Transaction Fee,-226.85,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-262.08,Debit,Merchant Account Fees
Intuit Merchant Fee #8433,-301.12,Debit,Merchant Account Fees
Intuit Merchant Fee,-329.84,Debit,Merchant Account Fees
Intuit Merchant Fee Online,-132.32,Debit,Merchant Account Fees
Square Transaction Fee - CA,-33.73,Debit,Merchant Account Fees
Shopify Payout Fee,-431.3,Debit,Merchant Account Fees
PayPal Fee,-417.04,Debit,Merchant Account Fees
Etsy Transaction Fee,-330.41,Debit,Merchant Account Fees
PayPal Fee In-store,-426.75,Debit,Merchant Account Fees
Square Transaction Fee - NY,-380.42,Debit,Merchant Account Fees
Etsy Transaction Fee Online,-391.14,Debit,Merchant Account Fees
PayPal Fee - NY,-141.25,Debit,Merchant Account Fees
Etsy Transaction Fee Online,-144.35,Debit,Merchant Account Fees
Stripe Processing - CA,-250.14,Debit,Merchant Account Fees
Stripe Processing - CA,-417.62,Debit,Merchant Account Fees
Square Transaction Fee #7360,-183.4,Debit,Merchant Account Fees
Square Transaction Fee,-143.45,Debit,Merchant Account Fees
Square Transaction Fee,-334.9,Debit,Merchant Account Fees
Intuit Merchant Fee,-216.57,Debit,Merchant Account Fees
Stripe Processing (8/14/2025),-237.32,Debit,Merchant Account Fees
PayPal Fee #7097,-359.77,Debit,Merchant Account Fees
Shopify Payout Fee (3/28/2025),-472.04,Debit,Merchant Account Fees
Square Transaction Fee - NY,-265.01,Debit,Merchant Account Fees
Intuit Merchant Fee - CA,-238.26,Debit,Merchant Account Fees
Square Transaction Fee #4698,-455.72,Debit,Merchant Account Fees
Shopify Payout Fee #7534,-353.61,Debit,Merchant Account Fees
Etsy Transaction Fee,-492.73,Debit,Merchant Account Fees
Etsy Transaction Fee,-443.94,Debit,Merchant Account Fees
PayPal Fee #8177,-472.51,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-38.62,Debit,Merchant Account Fees
Shopify Payout Fee - TX,-436.15,Debit,Merchant Account Fees
Square Transaction Fee Online,-396.23,Debit,Merchant Account Fees
Etsy Transaction Fee - CA,-267.4,Debit,Merchant Account Fees
Shopify Payout Fee,-94.85,Debit,Merchant Account Fees
Stripe Processing #1971,-365.37,Debit,Merchant Account Fees
PayPal Fee,-338.62,Debit,Merchant Account Fees
Intuit Merchant Fee (9/14/2025),-394.66,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-12.61,Debit,Merchant Account Fees
PayPal Fee - NY,-286.39,Debit,Merchant Account Fees
PayPal Fee #5420,-243.41,Debit,Merchant Account Fees
Shopify Payout Fee In-store,-442.3,Debit,Merchant Account Fees
Shopify Payout Fee,-260.39,Debit,Merchant Account Fees
Stripe Processing - TX,-323.98,Debit,Merchant Account Fees
Square Transaction Fee - TX,-247.47,Debit,Merchant Account Fees
Shopify Payout Fee,-178.79,Debit,Merchant Account Fees
Intuit Merchant Fee Online,-224.69,Debit,Merchant Account Fees
Stripe Processing #5834,-433.93,Debit,Merchant Account Fees
Intuit Merchant Fee - NY,-446.66,Debit,Merchant Account Fees
PayPal Fee (12/12/2025),-458.25,Debit,Merchant Account Fees
Stripe Processing,-213.52,Debit,Merchant Account Fees
Shopify Payout Fee - NY,-101.11,Debit,Merchant Account Fees
PayPal Fee - CA,-342.88,Debit,Merchant Account Fees
Etsy Transaction Fee Online,-18.78,Debit,Merchant Account Fees
Intuit Merchant Fee (1/4/2025),-278.33,Debit,Merchant Account Fees
Intuit Merchant Fee Online,-18.37,Debit,Merchant Account Fees
Stripe Processing,-353.99,Debit,Merchant Account Fees
PayPal Fee (10/22/2025),-214.82,Debit,Merchant Account Fees
Shopify Payout Fee - TX,-278.22,Debit,Merchant Account Fees
PayPal Fee (8/5/2025),-125.43,Debit,Merchant Account Fees
Square Transaction Fee,-498.5,Debit,Merchant Account Fees
Shopify Payout Fee,-233.6,Debit,Merchant Account Fees
Etsy Transaction Fee (11/16/2025),-450.65,Debit,Merchant Account Fees
Square Transaction Fee In-store,-23.89,Debit,Merchant Account Fees
Stripe Processing In-store,-336.38,Debit,Merchant Account Fees
Square Transaction Fee In-store,-293.73,Debit,Merchant Account Fees
Shopify Payout Fee #8865,-458.9,Debit,Merchant Account Fees
PayPal Fee #1839,-210.99,Debit,Merchant Account Fees
PayPal Fee,-319.08,Debit,Merchant Account Fees
Shopify Payout Fee (10/24/2025),-498.33,Debit,Merchant Account Fees
Etsy Transaction Fee In-store,-133.51,Debit,Merchant Account Fees
Shopify Payout Fee - CA,-63.56,Debit,Merchant Account Fees
Shopify Payout Fee (9/10/2025),-400.32,Debit,Merchant Account Fees
Shopify Payout Fee - TX,-73.86,Debit,Merchant Account Fees
PayPal Fee #5862,-424.69,Debit,Merchant Account Fees
Square Transaction Fee (4/21/2025),-265.89,Debit,Merchant Account Fees
Shopify Payout Fee Online,-327.87,Debit,Merchant Account Fees
